Station_ID,State,City,Charger_Type,Power_kW,Operator,Installation_Date,Avg_Daily_Sessions,Utilization_Percent,Estimated_Daily_Revenue_INR,Latitude,Longitude
EVCS_17868,Kerala,Kochi,Fast,15,Tata Power,21-03-2022,57,72.8,5532,28.973937,94.746895
EVCS_17869,Kerala,Kochi,Slow,30,Govt Utility,07-10-2022,8,65.5,1688,29.470252,91.038883
EVCS_17870,Kerala,Thiruvananthapuram,Fast,30,Ather Grid,02-02-2023,70,29,15922,9.891575,74.799392
EVCS_17871,Kerala,Kochi,Slow,60,Tata Power,20-06-2024,41,90,17881,19.800525,69.890895
EVCS_17872,Kerala,Thiruvananthapuram,Slow,60,Statiq,23-03-2023,18,52.1,6730,13.943965,79.656269
EVCS_17873,Kerala,Kochi,Slow,15,Govt Utility,08-10-2022,17,29.3,1654,9.208169,87.988656
EVCS_17874,Kerala,Kochi,Fast,120,Statiq,09-09-2024,24,56.6,19575,17.828675,89.381408
EVCS_17875,Kerala,Kochi,Fast,60,Govt Utility,13-05-2022,71,23.3,22229,12.50593,70.031872
EVCS_17876,Kerala,Thiruvananthapuram,Fast,180,ChargeZone,18-04-2025,68,31.6,76820,19.245846,88.82681
EVCS_17877,Kerala,Thiruvananthapuram,Fast,350,Tata Power,05-06-2024,27,76.9,75023,13.786302,78.896849
EVCS_17878,Kerala,Kochi,Slow,30,Govt Utility,19-02-2025,19,32.7,3575,31.800474,75.530347
EVCS_17879,Kerala,Thiruvananthapuram,Fast,180,ChargeZone,03-08-2024,107,26.7,123889,10.039611,96.601212
EVCS_17880,Kerala,Thiruvananthapuram,Slow,30,Govt Utility,25-06-2022,4,50,865,27.909052,91.128126
EVCS_17881,Kerala,Kochi,Slow,180,Tata Power,08-05-2025,48,21.9,63709,13.746898,88.695253
EVCS_17882,Kerala,Thiruvananthapuram,Slow,30,Statiq,06-11-2024,16,51.9,2639,23.917203,88.497838
EVCS_17883,Kerala,Thiruvananthapuram,Slow,120,ChargeZone,05-05-2025,6,38.4,3597,31.379864,78.994577
EVCS_17884,Kerala,Kochi,Fast,60,Statiq,25-07-2022,108,43.5,46164,22.287645,71.488489
EVCS_17885,Kerala,Kochi,Slow,15,Govt Utility,29-03-2025,59,50.6,5671,29.450118,72.319756
EVCS_17886,Kerala,Kochi,Fast,180,Statiq,09-09-2024,30,89.4,42163,34.954406,77.080808
EVCS_17887,Kerala,Thiruvananthapuram,Slow,180,Govt Utility,19-05-2022,57,57.4,53974,17.464339,85.005906
EVCS_17888,Kerala,Kochi,Fast,60,Statiq,15-04-2022,98,46.6,38042,10.518821,72.275119
EVCS_17889,Kerala,Thiruvananthapuram,Fast,15,Ather Grid,20-03-2022,109,63.6,9931,28.501794,93.725563
EVCS_17890,Kerala,Kochi,Slow,15,Govt Utility,11-03-2022,56,80.3,5863,18.471045,70.752632
EVCS_17891,Kerala,Kochi,Slow,30,Ather Grid,17-06-2023,3,42.9,604,23.044266,83.084676
EVCS_17892,Kerala,Thiruvananthapuram,Slow,30,Statiq,31-10-2024,26,30.6,5187,31.971822,77.26165
EVCS_17893,Kerala,Thiruvananthapuram,Slow,60,ChargeZone,13-04-2023,32,89.2,12179,12.235275,68.798495
EVCS_17894,Kerala,Thiruvananthapuram,Slow,60,Ather Grid,23-08-2022,33,38,10442,8.295673,91.269582
EVCS_17895,Kerala,Thiruvananthapuram,Slow,15,Ather Grid,16-08-2024,32,81.9,2801,34.112941,95.493352
EVCS_17896,Kerala,Kochi,Fast,15,Govt Utility,01-02-2023,33,60.2,2597,12.861038,84.434959
EVCS_17897,Kerala,Kochi,Slow,30,Govt Utility,23-07-2022,37,86,6237,30.995448,91.709191
EVCS_17898,Kerala,Kochi,Slow,120,Jio-bp Pulse,10-05-2025,35,73.6,28006,32.816977,73.803522
EVCS_17899,Kerala,Thiruvananthapuram,Slow,30,ChargeZone,11-06-2025,53,37.8,7847,25.88056,88.895343
EVCS_17900,Kerala,Thiruvananthapuram,Slow,60,Ather Grid,07-05-2024,13,28.5,4553,15.275545,84.003832
EVCS_17901,Kerala,Thiruvananthapuram,Fast,30,Jio-bp Pulse,15-10-2022,110,85.8,17774,30.351163,85.47092
EVCS_17902,Kerala,Thiruvananthapuram,Slow,120,Ather Grid,01-05-2025,39,57,32407,15.837211,72.845652
EVCS_17903,Kerala,Kochi,Slow,15,Govt Utility,19-03-2022,41,31.7,2987,18.213564,78.025125
EVCS_17904,Kerala,Thiruvananthapuram,Slow,120,Tata Power,22-01-2025,59,24.3,51461,34.820181,86.434643
EVCS_17905,Kerala,Thiruvananthapuram,Slow,30,Ather Grid,03-01-2022,9,60.6,1648,22.508455,73.899797
EVCS_17906,Kerala,Thiruvananthapuram,Slow,60,Ather Grid,28-02-2025,21,97.8,6707,19.518147,81.592951
EVCS_17907,Kerala,Kochi,Fast,350,Statiq,04-08-2022,13,73.8,35067,26.618539,91.394976
EVCS_17908,Kerala,Thiruvananthapuram,Slow,180,Ather Grid,03-07-2022,35,97.2,38895,34.232981,84.688751
EVCS_17909,Kerala,Kochi,Fast,60,Tata Power,09-05-2025,19,64.9,6248,22.448252,69.232128
EVCS_17910,Kerala,Thiruvananthapuram,Slow,15,ChargeZone,22-03-2022,24,47.5,2506,8.941979,73.351326
EVCS_17911,Kerala,Thiruvananthapuram,Slow,120,Govt Utility,19-12-2024,30,92.9,19985,23.111628,81.688029
EVCS_17912,Kerala,Kochi,Slow,15,Tata Power,01-10-2023,11,42.4,812,22.451653,78.993132
EVCS_17913,Kerala,Thiruvananthapuram,Fast,15,ChargeZone,07-07-2023,92,33.6,10290,14.189763,87.793042
EVCS_17914,Kerala,Kochi,Fast,60,Statiq,24-08-2024,116,38.9,45894,11.421863,87.899524
EVCS_17915,Kerala,Thiruvananthapuram,Fast,30,Statiq,27-07-2022,43,43.9,10179,23.58647,89.107854
EVCS_17916,Kerala,Kochi,Fast,30,Statiq,10-10-2023,68,66.3,14129,15.251608,82.869395
EVCS_17917,Kerala,Thiruvananthapuram,Fast,60,Govt Utility,02-01-2024,62,37,22618,8.533362,84.734744
EVCS_17918,Kerala,Thiruvananthapuram,Fast,180,Statiq,29-09-2022,108,87.3,134348,17.132202,77.651465
EVCS_17919,Kerala,Thiruvananthapuram,Slow,15,Jio-bp Pulse,17-05-2023,7,33.6,753,34.637219,85.342184
EVCS_17920,Kerala,Thiruvananthapuram,Fast,30,Tata Power,12-04-2022,57,93.3,11882,17.71266,95.44779
EVCS_17921,Kerala,Kochi,Slow,30,Govt Utility,18-07-2023,58,59.9,12852,26.24636,85.253776
EVCS_17922,Kerala,Thiruvananthapuram,Slow,30,Jio-bp Pulse,22-06-2024,13,81.9,2855,18.475932,82.020084
EVCS_17923,Kerala,Kochi,Fast,30,Jio-bp Pulse,19-11-2023,26,68.5,3921,30.464363,90.818142
EVCS_17924,Kerala,Thiruvananthapuram,Fast,120,Tata Power,03-08-2022,21,97.2,17496,26.526919,94.17054
EVCS_17925,Kerala,Kochi,Fast,15,Jio-bp Pulse,17-09-2023,59,97.6,6083,29.664591,93.177927
EVCS_17926,Kerala,Kochi,Slow,60,ChargeZone,28-01-2024,45,74.9,13457,14.597431,73.870675
EVCS_17927,Kerala,Kochi,Slow,120,Govt Utility,12-09-2024,37,87.1,23090,34.090482,92.185724
EVCS_17928,Kerala,Thiruvananthapuram,Slow,60,Ather Grid,02-09-2023,4,88.2,1788,29.804323,82.673084
EVCS_17929,Kerala,Kochi,Fast,30,Govt Utility,10-04-2023,36,37.5,7986,26.072746,71.580299
EVCS_17930,Kerala,Thiruvananthapuram,Fast,120,Jio-bp Pulse,10-04-2024,62,47.4,43112,30.449735,90.210187
EVCS_17931,Kerala,Kochi,Fast,30,Ather Grid,16-03-2022,27,85.8,4409,14.484517,71.796825
EVCS_17932,Kerala,Kochi,Slow,30,ChargeZone,02-01-2025,12,42.5,2797,17.139884,89.816068
EVCS_17933,Kerala,Kochi,Slow,15,Tata Power,08-01-2024,58,97.7,5285,15.813007,76.73503
EVCS_17934,Kerala,Thiruvananthapuram,Fast,30,Tata Power,21-05-2025,68,35.8,11036,20.068744,92.772297
EVCS_17935,Kerala,Thiruvananthapuram,Fast,120,Statiq,31-10-2024,26,95.7,20369,23.320009,94.534984
EVCS_17936,Kerala,Thiruvananthapuram,Slow,30,ChargeZone,13-08-2022,39,73.3,8183,12.040152,77.606252
EVCS_17937,Kerala,Kochi,Slow,120,Jio-bp Pulse,06-02-2022,5,88.7,3189,32.663436,79.527306
EVCS_17938,Kerala,Thiruvananthapuram,Slow,120,ChargeZone,22-06-2023,35,62.9,30148,11.298151,84.46148
EVCS_17939,Kerala,Thiruvananthapuram,Slow,60,ChargeZone,13-05-2023,34,51,16270,13.26355,79.084989
EVCS_17940,Kerala,Thiruvananthapuram,Fast,120,Ather Grid,11-05-2025,96,94.8,84543,19.990155,74.335012
EVCS_17941,Kerala,Thiruvananthapuram,Fast,15,ChargeZone,06-09-2024,6,59.3,673,9.478728,92.900269
EVCS_17942,Kerala,Kochi,Slow,30,Statiq,23-09-2022,15,89.4,2273,27.947931,80.337224
EVCS_17943,Kerala,Thiruvananthapuram,Slow,15,ChargeZone,17-03-2024,32,57.8,2673,31.458502,96.207187
EVCS_17944,Kerala,Thiruvananthapuram,Fast,15,Statiq,30-05-2025,92,20.5,7522,13.550571,73.229845
EVCS_17945,Kerala,Kochi,Fast,120,Tata Power,01-11-2022,40,69.5,36873,34.150711,73.411726
EVCS_17946,Kerala,Kochi,Slow,30,Jio-bp Pulse,05-07-2023,19,55.1,3063,14.608192,86.726823
EVCS_17947,Kerala,Thiruvananthapuram,Fast,60,Govt Utility,22-11-2024,47,38,13568,23.00577,80.014532
EVCS_17948,Kerala,Kochi,Slow,30,Ather Grid,27-01-2024,9,97.4,1969,26.580575,83.314747
EVCS_17949,Kerala,Kochi,Slow,180,ChargeZone,31-07-2023,32,54.2,32364,28.934205,70.718263
EVCS_17950,Kerala,Kochi,Slow,180,Ather Grid,05-10-2022,4,78.3,5699,29.113001,72.050255
EVCS_17951,Kerala,Thiruvananthapuram,Slow,120,ChargeZone,10-03-2023,57,21.3,51330,14.129974,87.432283
EVCS_17952,Kerala,Thiruvananthapuram,Slow,30,ChargeZone,10-09-2024,55,45.8,13135,31.025402,91.705916
EVCS_17953,Kerala,Kochi,Slow,15,Govt Utility,10-08-2024,40,30.4,3534,13.892113,79.280715
EVCS_17954,Kerala,Thiruvananthapuram,Slow,15,Statiq,10-08-2024,39,69.1,3374,18.107574,86.528671
EVCS_17955,Kerala,Thiruvananthapuram,Slow,15,Statiq,12-01-2024,6,92.3,598,29.354509,68.251829
EVCS_17956,Kerala,Thiruvananthapuram,Slow,15,ChargeZone,26-06-2022,36,88.1,3627,10.967206,93.501824
EVCS_17957,Kerala,Thiruvananthapuram,Slow,350,Govt Utility,26-04-2023,35,29.9,62805,32.711744,91.734716
EVCS_17958,Kerala,Thiruvananthapuram,Fast,30,Statiq,07-06-2022,119,49.2,17822,20.355252,93.75055
EVCS_17959,Kerala,Thiruvananthapuram,Fast,120,Tata Power,19-06-2022,90,84.7,62377,12.822671,81.320985
EVCS_17960,Kerala,Kochi,Slow,120,Statiq,26-12-2023,2,78.2,1306,28.408483,87.53045
EVCS_17961,Kerala,Thiruvananthapuram,Slow,15,Tata Power,31-01-2025,42,50.6,3343,25.515305,69.378889
EVCS_17962,Kerala,Thiruvananthapuram,Slow,15,Statiq,06-05-2023,37,29.2,3695,20.930675,93.31613
EVCS_17963,Kerala,Thiruvananthapuram,Fast,30,Tata Power,25-04-2023,8,50.8,1375,22.635056,74.773328
EVCS_17964,Kerala,Thiruvananthapuram,Slow,350,Statiq,24-11-2024,47,57.2,95053,21.172241,74.336362
EVCS_17965,Kerala,Thiruvananthapuram,Slow,30,Statiq,18-08-2022,7,76,1051,15.255238,93.288866
EVCS_17966,Kerala,Kochi,Fast,60,Tata Power,01-09-2024,90,72.4,29279,20.032214,95.721117
EVCS_17967,Kerala,Thiruvananthapuram,Fast,15,Ather Grid,27-07-2022,21,94.2,1776,14.864253,92.533624
EVCS_17968,Kerala,Kochi,Slow,120,Jio-bp Pulse,17-11-2022,15,40.4,8725,14.422634,76.071435
EVCS_17969,Kerala,Thiruvananthapuram,Slow,30,ChargeZone,02-11-2022,56,37.6,11652,30.39919,84.742932
EVCS_17970,Kerala,Kochi,Fast,180,Tata Power,17-08-2022,18,62.1,21026,23.367862,87.9437
EVCS_17971,Kerala,Thiruvananthapuram,Fast,60,Ather Grid,08-06-2024,99,27,30523,32.067434,85.613218
EVCS_17972,Kerala,Kochi,Slow,15,Tata Power,09-12-2022,47,60.1,5580,14.632469,94.162536
EVCS_17973,Kerala,Thiruvananthapuram,Slow,120,Tata Power,16-03-2023,26,25.9,21415,25.496379,94.080528
EVCS_17974,Kerala,Kochi,Slow,350,Ather Grid,14-05-2025,5,41.9,11387,21.668144,72.692026
EVCS_17975,Kerala,Kochi,Slow,120,Ather Grid,01-04-2023,14,53,8367,13.53996,75.861483
EVCS_17976,Kerala,Kochi,Fast,60,Statiq,07-03-2025,17,72.9,7451,24.534818,94.796379
EVCS_17977,Kerala,Kochi,Slow,60,Govt Utility,25-02-2025,12,72.4,4975,11.835301,71.419859
EVCS_17978,Kerala,Kochi,Slow,15,Govt Utility,23-02-2024,9,92.4,971,20.81808,73.010215
EVCS_17979,Kerala,Kochi,Slow,30,Govt Utility,10-02-2024,16,41.3,3606,8.264633,74.102486
EVCS_17980,Kerala,Kochi,Fast,60,Jio-bp Pulse,05-10-2023,119,92.2,45179,23.33272,78.18316
EVCS_17981,Kerala,Thiruvananthapuram,Slow,60,ChargeZone,04-09-2024,5,25.2,1716,16.76009,82.880282
EVCS_17982,Kerala,Kochi,Slow,120,ChargeZone,18-01-2023,24,79.3,20313,12.937413,73.080727
EVCS_17983,Kerala,Thiruvananthapuram,Slow,120,Govt Utility,21-11-2022,19,58.3,17324,20.036787,73.227047
EVCS_17984,Kerala,Kochi,Fast,60,Govt Utility,21-05-2023,19,51.1,8501,17.101209,72.78168
EVCS_17985,Kerala,Kochi,Slow,15,Ather Grid,11-08-2023,13,37.1,1193,11.410706,86.206104
EVCS_17986,Kerala,Thiruvananthapuram,Slow,15,Ather Grid,31-01-2024,12,68.5,894,21.913587,85.1017
EVCS_17987,Kerala,Kochi,Slow,180,Tata Power,21-04-2022,49,51.1,45323,21.12554,70.746851
EVCS_17988,Kerala,Kochi,Fast,15,ChargeZone,17-11-2023,50,42.5,5618,17.723257,91.016783
EVCS_17989,Kerala,Thiruvananthapuram,Fast,60,Ather Grid,29-05-2024,96,42.1,45770,13.873469,96.255915
EVCS_17990,Kerala,Kochi,Slow,30,Jio-bp Pulse,03-03-2024,44,33,6903,29.97778,81.786242
EVCS_17991,Kerala,Thiruvananthapuram,Fast,120,Ather Grid,20-06-2025,78,95.6,55379,22.802685,77.229717
EVCS_17992,Kerala,Kochi,Slow,15,Jio-bp Pulse,11-09-2022,30,29.5,2409,29.520439,94.173026
EVCS_17993,Kerala,Thiruvananthapuram,Slow,120,ChargeZone,22-09-2024,32,71.5,28014,14.992653,68.460521
EVCS_17994,Kerala,Thiruvananthapuram,Slow,30,Statiq,30-04-2022,11,57.7,2303,15.044719,81.560604
EVCS_17995,Kerala,Thiruvananthapuram,Fast,30,Ather Grid,05-01-2025,94,27.4,15283,30.789173,68.829163
EVCS_17996,Kerala,Kochi,Slow,30,Govt Utility,23-05-2023,46,94.1,10338,10.56863,78.361759
EVCS_17997,Kerala,Kochi,Slow,15,Statiq,17-01-2023,14,64.4,1462,20.261552,89.848755
EVCS_17998,Kerala,Kochi,Fast,120,Ather Grid,03-02-2024,12,32,10448,27.654017,82.624939
EVCS_17999,Kerala,Kochi,Slow,15,ChargeZone,24-06-2024,3,86.2,217,26.476592,92.944766
EVCS_18000,Kerala,Thiruvananthapuram,Fast,30,ChargeZone,25-10-2022,53,65.5,9845,20.405829,81.648077
EVCS_18001,Kerala,Kochi,Slow,60,Ather Grid,18-09-2023,37,33.5,17358,29.975581,71.499036
EVCS_18002,Kerala,Kochi,Slow,60,Tata Power,08-02-2025,44,41.5,15118,23.837455,72.193812
EVCS_18003,Kerala,Kochi,Fast,60,Tata Power,23-09-2022,11,78.3,3215,31.21303,93.026934
EVCS_18004,Kerala,Thiruvananthapuram,Slow,60,Tata Power,18-08-2022,43,56.4,15299,14.159555,95.494865
EVCS_18005,Kerala,Thiruvananthapuram,Slow,30,Govt Utility,27-06-2024,14,75.3,3072,31.387801,81.533158
EVCS_18006,Kerala,Kochi,Slow,60,ChargeZone,19-05-2024,28,63.9,10793,20.830645,84.481156
EVCS_18007,Kerala,Kochi,Fast,30,ChargeZone,28-05-2024,26,41.6,5469,26.079611,75.124064
EVCS_18008,Kerala,Thiruvananthapuram,Fast,120,Govt Utility,14-11-2023,82,40.6,63753,20.719522,96.13973
EVCS_18009,Kerala,Kochi,Fast,60,Ather Grid,28-04-2024,75,41,22056,23.961426,91.176518
EVCS_18010,Kerala,Thiruvananthapuram,Slow,350,Jio-bp Pulse,03-12-2024,50,97.9,126363,9.275391,87.809316
EVCS_18011,Kerala,Thiruvananthapuram,Fast,60,ChargeZone,09-06-2024,82,34.2,35301,27.161743,83.902976
EVCS_18012,Kerala,Thiruvananthapuram,Fast,15,Statiq,06-11-2024,95,21.3,8053,17.220173,91.911796
EVCS_18013,Kerala,Thiruvananthapuram,Slow,30,ChargeZone,14-09-2024,52,89.2,9099,17.22935,91.997723
EVCS_18014,Kerala,Kochi,Slow,30,Jio-bp Pulse,20-02-2022,56,60.1,12924,10.030122,85.7604
EVCS_18015,Kerala,Thiruvananthapuram,Slow,60,ChargeZone,24-10-2024,2,50.6,804,15.992147,77.763472
EVCS_18016,Kerala,Thiruvananthapuram,Slow,120,Ather Grid,24-09-2022,14,64.3,12252,24.733962,78.008962
EVCS_18017,Kerala,Thiruvananthapuram,Slow,120,Jio-bp Pulse,22-11-2024,15,84.3,14296,34.493419,75.775141
EVCS_18018,Kerala,Thiruvananthapuram,Fast,15,ChargeZone,29-01-2024,9,54.3,758,10.682314,74.223704
EVCS_18019,Kerala,Thiruvananthapuram,Fast,30,Statiq,09-02-2025,39,49.8,6802,33.568287,77.657992
EVCS_18020,Kerala,Kochi,Fast,60,Govt Utility,25-08-2022,68,22.7,31933,32.480239,85.553735
EVCS_18021,Kerala,Kochi,Slow,120,Govt Utility,26-12-2022,28,34.5,21292,19.421711,91.700563
EVCS_18022,Kerala,Kochi,Fast,15,Govt Utility,07-04-2023,77,77.4,8946,33.415205,91.400279
EVCS_18023,Kerala,Thiruvananthapuram,Slow,120,Statiq,09-10-2024,27,40,22749,31.831469,87.690076
EVCS_18024,Kerala,Thiruvananthapuram,Slow,15,ChargeZone,21-01-2022,56,53.2,6529,27.915484,94.998206
EVCS_18025,Kerala,Kochi,Slow,120,ChargeZone,30-03-2025,4,35.5,3391,22.899932,80.456961
EVCS_18026,Kerala,Kochi,Fast,15,Ather Grid,26-01-2024,34,85.4,3145,9.35775,72.206832
EVCS_18027,Kerala,Thiruvananthapuram,Slow,15,Tata Power,30-05-2022,59,36.3,6128,33.660779,89.939282
EVCS_18028,Kerala,Kochi,Slow,30,Ather Grid,22-06-2025,29,58.9,5457,17.454864,95.111508
EVCS_18029,Kerala,Thiruvananthapuram,Slow,30,Jio-bp Pulse,02-02-2023,12,80.2,1779,32.596379,84.645898
EVCS_18030,Kerala,Thiruvananthapuram,Slow,60,Ather Grid,01-09-2022,28,91.1,10550,25.210675,72.213795
EVCS_18031,Kerala,Thiruvananthapuram,Fast,15,Ather Grid,25-10-2023,55,80.5,4056,16.816956,76.654628
EVCS_18032,Kerala,Kochi,Slow,120,Ather Grid,05-06-2022,40,23.6,28071,16.693603,96.45113
EVCS_18033,Kerala,Kochi,Fast,30,Govt Utility,17-05-2023,32,90.8,5866,27.214625,87.344405
EVCS_18034,Kerala,Kochi,Slow,350,Statiq,24-06-2025,10,30.2,25872,31.45051,82.754039
EVCS_18035,Kerala,Thiruvananthapuram,Slow,180,Tata Power,28-01-2023,15,79.7,20404,16.355385,93.015235
EVCS_18036,Kerala,Thiruvananthapuram,Fast,120,Jio-bp Pulse,20-10-2024,7,61.6,5842,16.103984,75.203389
EVCS_18037,Kerala,Thiruvananthapuram,Slow,120,Statiq,09-02-2023,57,67.4,37209,23.03917,75.139923
EVCS_18038,Kerala,Thiruvananthapuram,Slow,120,Tata Power,07-01-2023,17,59.8,14286,30.096363,81.12281
EVCS_18039,Kerala,Thiruvananthapuram,Slow,30,ChargeZone,18-02-2023,37,45.4,6361,33.600799,78.174699
EVCS_18040,Kerala,Kochi,Fast,60,Ather Grid,27-10-2023,42,62.5,15062,10.822572,74.011543
EVCS_18041,Kerala,Kochi,Fast,350,ChargeZone,22-03-2023,117,32.4,237763,30.154934,76.016584
EVCS_18042,Kerala,Kochi,Slow,30,Govt Utility,08-12-2022,10,79.1,1905,9.395706,80.973017
EVCS_18043,Kerala,Thiruvananthapuram,Slow,60,Ather Grid,26-12-2022,46,43.8,17645,33.311219,96.260645
EVCS_18044,Kerala,Thiruvananthapuram,Slow,15,Jio-bp Pulse,06-05-2023,4,31.8,431,27.083087,90.372754
EVCS_18045,Kerala,Kochi,Slow,30,Ather Grid,03-08-2022,26,79.7,4288,13.60202,80.987043
EVCS_18046,Kerala,Thiruvananthapuram,Slow,15,Ather Grid,02-12-2024,6,69.6,704,27.318368,84.077858
EVCS_18047,Kerala,Kochi,Slow,15,Jio-bp Pulse,06-05-2025,30,50,2828,18.890061,94.00678
EVCS_18048,Kerala,Kochi,Slow,180,Tata Power,10-09-2024,56,29.3,63641,15.343137,92.17244
EVCS_18049,Kerala,Kochi,Fast,350,Jio-bp Pulse,24-06-2024,71,22.1,154140,25.028348,95.172349
EVCS_18050,Kerala,Kochi,Slow,60,Tata Power,13-09-2024,7,85.2,3048,16.302607,73.791141
EVCS_18051,Kerala,Kochi,Fast,15,ChargeZone,07-10-2022,29,43.6,2690,24.946804,77.141356
EVCS_18052,Kerala,Thiruvananthapuram,Fast,60,Tata Power,30-01-2024,86,79.3,33767,31.683482,87.438876
EVCS_18053,Kerala,Thiruvananthapuram,Fast,120,ChargeZone,26-02-2024,111,42.8,93956,12.980535,74.663725
EVCS_18054,Kerala,Kochi,Slow,60,Jio-bp Pulse,02-09-2024,8,97.1,2341,24.729423,79.318684
EVCS_18055,Kerala,Kochi,Fast,60,Statiq,22-10-2022,15,82.3,6261,15.029131,72.851023
EVCS_18056,Kerala,Thiruvananthapuram,Fast,15,ChargeZone,28-09-2024,49,44.7,5459,11.384488,79.502956
EVCS_18057,Kerala,Kochi,Slow,15,Ather Grid,25-11-2023,15,22.5,1465,14.543966,84.486886
EVCS_18058,Kerala,Kochi,Fast,15,Govt Utility,24-06-2022,85,72,9089,13.110349,90.792091
EVCS_18059,Kerala,Kochi,Slow,15,Tata Power,25-02-2024,11,70.4,890,27.268577,75.531278
EVCS_18060,Kerala,Thiruvananthapuram,Slow,120,Ather Grid,12-08-2024,14,94,11501,11.334097,71.580959
EVCS_18061,Kerala,Kochi,Fast,60,Statiq,14-07-2024,100,64.9,29588,24.365761,74.454333
EVCS_18062,Kerala,Kochi,Slow,350,ChargeZone,21-06-2023,40,61.1,90094,21.147224,82.659021
EVCS_18063,Kerala,Kochi,Slow,30,Jio-bp Pulse,12-06-2022,21,55.4,4687,28.899982,88.71789
EVCS_18064,Kerala,Kochi,Slow,180,Ather Grid,14-01-2025,13,60.7,16023,29.238191,72.980587
EVCS_18065,Kerala,Thiruvananthapuram,Fast,15,Ather Grid,24-11-2024,44,83.5,4497,11.532495,84.397268
EVCS_18066,Kerala,Kochi,Fast,120,ChargeZone,25-10-2023,83,45.4,54008,16.485802,82.700174
EVCS_18067,Kerala,Thiruvananthapuram,Slow,15,Statiq,27-01-2025,41,86.7,4337,23.436675,91.139315
EVCS_18068,Kerala,Kochi,Fast,30,Govt Utility,04-01-2022,54,41.3,7818,19.53988,86.835174
EVCS_18069,Kerala,Thiruvananthapuram,Slow,15,Ather Grid,21-03-2025,40,84.6,3147,19.396244,89.941668
EVCS_18070,Kerala,Kochi,Fast,15,Tata Power,16-01-2022,93,90.3,10265,13.846011,89.404815
EVCS_18071,Kerala,Thiruvananthapuram,Slow,120,ChargeZone,03-07-2023,23,52.4,14876,18.592207,74.678433
EVCS_18072,Kerala,Kochi,Slow,350,Jio-bp Pulse,12-10-2023,39,47.3,80298,9.699599,81.998765
EVCS_18073,Kerala,Kochi,Slow,120,Jio-bp Pulse,16-09-2024,58,29.9,49418,22.910428,89.877629
EVCS_18074,Kerala,Kochi,Fast,15,Statiq,27-10-2024,97,44.9,8440,15.69302,94.921279
EVCS_18075,Kerala,Kochi,Fast,15,Govt Utility,13-01-2024,38,60.6,4489,9.904433,96.531109
EVCS_18076,Kerala,Thiruvananthapuram,Slow,60,Statiq,17-04-2024,48,88,21578,10.675572,88.985262
EVCS_18077,Kerala,Kochi,Slow,180,ChargeZone,11-11-2024,52,80.7,64609,13.931807,72.20808
EVCS_18078,Kerala,Kochi,Slow,30,Ather Grid,12-08-2024,9,48.4,1644,18.956816,69.440527
EVCS_18079,Kerala,Kochi,Slow,180,Tata Power,21-04-2023,29,26.5,32613,20.580337,76.671125
EVCS_18080,Kerala,Thiruvananthapuram,Slow,350,Ather Grid,04-05-2025,9,56.6,23090,20.777661,72.410961
EVCS_18081,Kerala,Kochi,Slow,30,Jio-bp Pulse,08-09-2023,48,63.8,8903,28.580317,80.180801
EVCS_18082,Kerala,Thiruvananthapuram,Slow,60,Statiq,06-08-2023,42,79.4,15828,13.926284,78.276218
EVCS_18083,Kerala,Kochi,Slow,30,Ather Grid,28-03-2025,18,42.6,2882,10.342836,77.865313
EVCS_18084,Kerala,Kochi,Fast,60,Jio-bp Pulse,14-01-2025,20,94.8,7961,30.97623,83.806082
EVCS_18085,Kerala,Thiruvananthapuram,Slow,30,Govt Utility,25-04-2025,29,45.5,5449,21.579755,93.80037
EVCS_18086,Kerala,Thiruvananthapuram,Slow,120,Jio-bp Pulse,04-08-2022,53,95.1,35089,20.068953,93.719976
EVCS_18087,Kerala,Thiruvananthapuram,Slow,180,Ather Grid,05-10-2024,13,73.6,18649,31.001698,76.425321
EVCS_18088,Kerala,Kochi,Slow,60,Statiq,13-02-2023,42,83.1,14110,24.213963,76.40091
EVCS_18089,Kerala,Thiruvananthapuram,Slow,180,Tata Power,25-03-2023,13,66.9,15093,9.869332,93.930249
EVCS_18090,Kerala,Kochi,Slow,15,Tata Power,01-03-2022,57,86.1,5057,28.443391,72.71699
EVCS_18091,Kerala,Kochi,Slow,60,ChargeZone,03-06-2022,5,82,1580,25.613254,83.224509
EVCS_18092,Kerala,Thiruvananthapuram,Slow,180,Govt Utility,11-11-2022,39,42.1,38529,34.060114,75.057066
EVCS_18093,Kerala,Kochi,Slow,180,Statiq,21-08-2022,45,28.4,51765,31.934856,94.971297
EVCS_18094,Kerala,Thiruvananthapuram,Fast,30,ChargeZone,17-08-2022,20,59.3,4563,21.051728,73.238221
EVCS_18095,Kerala,Thiruvananthapuram,Slow,120,Statiq,30-05-2022,15,65.8,12113,16.748083,85.613259
EVCS_18096,Kerala,Thiruvananthapuram,Slow,60,Govt Utility,21-12-2024,57,37.4,20332,26.145435,87.063896
EVCS_18097,Kerala,Thiruvananthapuram,Slow,30,Ather Grid,08-06-2022,14,76,2394,23.421665,76.004389
EVCS_18098,Kerala,Kochi,Fast,30,Tata Power,10-04-2022,87,35.6,17184,29.305266,77.619695
EVCS_18099,Kerala,Thiruvananthapuram,Slow,180,ChargeZone,17-08-2024,8,90.3,10240,20.614679,84.070144
